Mapped_GCK,Sales_EUR,date
#16,608777.44,2019-08-09
#16,0.0,2019-08-23
#16,0.0,2019-08-19
#16,0.0,2019-08-05
#8,55531.13,2019-08-09
#36,0.0,2019-08-14
#11,0.0,2019-08-07
#6,14527.0,2019-08-30
#6,0.0,2019-08-05
#6,0.0,2019-08-29
#6,23972.72,2019-08-23
#4,49572.09,2019-08-30
#4,0.0,2019-08-05
#5,0.0,2019-08-26
#3,0.0,2019-08-26
#3,1633579.51,2019-08-30
#8,0.0,2020-11-09
#4,0.0,2019-08-14
#9,0.0,2019-06-18
#13,0.0,2019-06-27
#13,0.0,2019-06-06
#12,0.0,2019-06-04
#9,0.0,2019-06-28
#8,0.0,2019-06-21
#8,68958.37,2019-06-10
#16,913.0,2019-05-24
#16,0.0,2019-05-16
#16,3991.79,2019-05-29
#36,0.0,2019-05-21
#36,3443.45,2019-05-28
#5,0.0,2019-05-27
#11,639152.5,2019-05-10
#4,76071.05,2019-05-17
#4,158364.57,2019-05-28
#5,0.0,2019-05-06
#5,0.0,2019-05-09
#3,0.0,2019-05-13
#20,0.0,2019-05-03
#1,-10189.89,2019-10-30
#1,116469.26999999999,2019-10-31
#1,32792206.93,2019-11-01
#1,0.0,2019-11-02
#20,835.0,2019-05-31
#13,0.0,2019-06-05
#20,835.0,2019-05-23
#13,1266.9,2019-05-23
#20,109.0,2019-05-28
#36,31.12,2019-05-10
#8,0.0,2019-05-03
#8,0.0,2019-05-08
#36,0.0,2019-03-05
#11,-463023.3,2019-03-22
#11,0.0,2019-03-26
#16,0.0,2019-03-14
#6,0.0,2019-03-26
#6,0.0,2019-03-20
#6,0.0,2019-03-11
#4,122746.56,2019-03-29
#4,0.0,2019-03-12
#4,0.0,2019-03-07
#5,155285.1,2019-03-15
#5,0.0,2019-03-14
#3,0.0,2019-03-19
#3,2138310.8,2019-03-15
#3,0.0,2019-03-14
#3,2314635.21,2019-03-27
#1,0.0,2019-11-04
#1,0.0,2019-11-05
#1,0.0,2019-11-06
#1,0.0,2019-11-07
#1,597282.88,2019-11-08
#9,2375.33,2019-03-22
#13,877.0,2019-03-29
#12,0.0,2019-03-05
#9,0.0,2019-03-20
#13,0.0,2019-03-11
#8,83209.56,2019-03-08
#6,243442.07,2019-05-28
#1,0.0,2019-11-09
#1,0.0,2019-11-11
#13,0.0,2019-08-22
#1,0.0,2019-11-12
#9,0.0,2019-08-26
#13,0.0,2019-08-26
#20,0.0,2019-08-15
#9,2371.5,2019-08-28
#8,0.0,2019-08-19
#1,0.0,2019-11-13
#1,-41905.71,2019-11-14
#1,1190183.9,2019-11-15
#1,0.0,2019-11-16
#1,0.0,2019-11-17
#1,-769.0,2019-11-18
#1,0.0,2019-11-19
#1,0.0,2019-11-20
#1,0.0,2019-11-21
#1,1208234.41,2019-11-22
#1,0.0,2019-11-23
#1,0.0,2019-11-25
#1,0.0,2019-11-26
#1,963337.98,2019-11-27
#1,0.0,2019-11-28
#1,615331.68,2019-11-29
#1,139430.47,2019-11-30
#1,34681586.52,2019-12-02
#1,-105537.32,2019-12-03
#1,-22520.4,2019-12-04
#1,0.0,2019-12-05
#16,624.51,2022-04-25
#1,7.11e-15,2019-12-06
#11,0.0,2022-04-11
#11,0.0,2022-04-22
#16,506.5,2022-04-27
#6,0.0,2022-04-07
#4,0.0,2022-04-25
#5,0.0,2022-04-07
#3,1482994.08,2022-04-15
#5,-104672.3,2022-01-04
#1,0.0,2019-12-07
#6,0.0,2021-12-08
#14,0.0,2021-12-03
#12,0.0,2022-01-05
#1,0.0,2019-12-09
#1,0.0,2019-12-10
#1,0.0,2019-12-11
#5,744879.61,2022-04-29
#5,0.0,2022-04-20
#11,0.0,2022-04-06
#6,0.0,2022-04-19
#6,0.0,2022-04-28
#4,85584.36,2022-04-30
#5,0.0,2022-04-05
#5,0.0,2022-04-21
#3,0.0,2022-04-11
#3,0.0,2022-04-25
#3,-94322.29,2022-04-04
#3,0.0,2022-04-21
#3,0.0,2022-04-07
#3,7275.0,2021-12-01
#3,101144.32,2021-12-30
#5,0.0,2021-12-21
#5,0.0,2021-12-13
#6,162966.55,2021-12-17
#8,426493.59,2021-12-28
#12,0.0,2021-12-20
#12,11350.0,2021-12-28
#1,-17800.0,2019-12-12
#11,0.0,2022-04-12
#6,299306.35,2022-04-29
#14,0.0,2021-12-07
#8,167493.11,2022-04-08
#16,0.0,2022-03-28
#16,0.0,2022-03-29
#9,0.0,2022-03-29
#11,0.0,2022-03-11
#11,0.0,2022-03-21
#6,96041.37,2022-03-11
#6,0.0,2022-03-08
#6,0.0,2022-03-28
#6,0.0,2022-03-22
#4,0.0,2022-03-14
#5,0.0,2022-03-15
#5,0.0,2022-03-04
#5,3750.0,2022-03-01
#5,0.0,2022-03-10
#3,0.0,2022-03-21
#3,2846498.19,2022-03-11
#3,0.0,2022-03-30
#13,0.0,2022-03-01
#13,0.0,2022-03-02
#12,72190.0,2022-03-29
#20,0.0,2022-03-10
#9,4452.6,2022-03-31
#8,0.0,2022-03-25
#8,0.0,2022-03-07
#12,0.0,2022-04-04
#1,1530426.34,2019-12-13
#1,0.0,2019-12-14
#1,0.0,2019-12-16
#12,0.0,2022-03-23
#1,0.0,2019-12-17
#16,111100.0,2021-05-31
#16,-540.0,2021-05-26
#16,9074.68,2021-05-21
#36,0.0,2021-05-05
#36,3359.65,2021-05-24
#11,0.0,2021-05-26
#11,0.0,2021-05-20
#11,0.0,2021-06-02
#6,96805.04,2021-05-21
#6,0.0,2021-05-28
#4,0.0,2021-05-18
#4,0.0,2021-05-26
#4,0.0,2021-05-05
#4,48.71,2021-06-04
#1,539859.57,2019-12-18
#12,0.0,2021-05-18
#9,0.0,2021-05-20
#1,0.0,2019-12-19
#13,0.0,2021-05-13
#13,0.0,2021-05-19
#14,0.0,2021-05-11
#9,48.96,2021-06-01
#9,3800.0,2021-05-13
#8,186046.94,2021-05-21
#8,289009.27,2021-05-31
#8,0.0,2021-06-01
#20,0.0,2021-05-04
#4,0.0,2021-05-19
#11,0.0,2021-12-04
#11,0.0,2021-12-13
#11,0.0,2021-12-29
#16,0.0,2021-12-21
#16,56534.5,2021-12-17
#4,0.0,2021-12-08
#4,0.0,2021-12-01
#16,0.0,2021-07-19
#16,0.0,2021-07-05
#16,0.0,2021-07-02
#11,42514.0,2021-04-06
#11,0.0,2021-04-29
#11,0.0,2021-04-22
#3,123419.35,2021-04-30
#6,0.0,2021-04-15
#6,0.0,2021-04-08
#4,0.0,2021-04-20
#4,0.0,2021-04-26
#5,0.0,2021-04-12
#5,0.0,2021-04-19
#3,0.0,2021-04-13
#12,164832.88,2021-04-28
#36,0.0,2021-04-27
#1,-13757.38,2019-12-20
#1,0.0,2019-12-21
#1,0.0,2019-12-22
#9,0.0,2021-04-26
#12,0.0,2021-04-29
#16,0.0,2021-03-04
#16,0.0,2021-03-19
#16,32420.0,2021-03-30
#16,0.0,2021-03-05
#16,0.0,2021-03-22
#5,199632.05,2021-03-12
#11,0.0,2021-03-20
#11,0.0,2021-03-19
#1,1109252.04,2019-12-23
#1,0.0,2019-12-24
#1,0.0,2019-12-25
#1,0.0,2019-12-26
#1,0.0,2019-12-27
#12,0.0,2022-02-02
#5,292979.99,2022-02-18
#16,43563.28,2022-02-11
#6,0.0,2022-02-09
#6,0.0,2022-02-10
#4,76434.35,2022-02-18
#4,-99.36,2022-02-02
#4,0.0,2022-02-10
#5,0.0,2022-02-23
#3,76095.6,2022-02-01
#3,0.0,2022-02-06
#8,139886.15,2022-02-21
#8,255515.07,2022-02-11
#13,0.0,2022-02-17
#13,0.0,2022-02-09
#8,387523.37,2022-02-28
#12,40200.78,2022-02-24
#12,0.0,2022-02-15
#1,0.0,2019-12-28
#1,0.0,2019-12-30
#1,162527.515,2019-12-31
#16,0.0,2021-08-25
#16,111107.38,2021-08-31
#16,35600.0,2021-08-06
#16,0.0,2021-08-19
#16,17884.0,2021-07-30
#11,1968922.2,2021-08-20
#11,1968922.2,2021-08-31
#4,0.0,2021-08-30
#4,0.0,2021-09-02
#4,0.0,2021-08-12
#4,0.0,2021-08-16
#4,0.0,2021-08-23
#5,0.0,2021-08-25
#3,0.0,2021-08-04
#8,47207.95,2021-08-24
#1,0.0,2020-01-01
#1,31351729.07,2020-01-02
#12,0.0,2021-08-03
#12,0.0,2021-08-11
#12,2849.75,2021-09-01
#9,0.0,2021-09-02
#9,0.0,2021-08-04
#9,432.0,2021-08-27
#8,0.0,2021-08-03
#8,0.0,2021-08-26
#8,0.0,2021-08-12
#16,0.0,2022-02-07
#16,0.0,2022-02-22
#16,0.0,2022-02-14
#1,-107082.28,2020-01-03
#1,0.0,2020-01-04
#1,0.0,2020-01-06
#1,-22520.4,2020-01-07
#14,0.0,2022-04-26
#14,2495.0,2022-04-08
#9,0.0,2022-04-11
#8,0.0,2022-04-12
#12,63625.0,2022-04-22
#12,23190.0,2022-04-15
#12,12540.0,2022-04-08
#11,0.0,2022-02-01
#11,0.0,2022-01-13
#16,778.4,2022-01-14
#6,0.0,2022-01-19
#6,0.0,2022-01-10
#4,0.0,2022-01-19
#4,0.0,2022-01-12
#4,0.0,2022-01-10
#5,0.0,2022-01-18
#3,0.0,2022-01-07
#3,0.0,2022-01-06
#1,0.0,2020-01-08
#12,8315.43,2022-01-24
#13,15472.91,2022-01-14
#9,0.0,2022-01-21
#4,102464.02,2022-01-31
#11,0.0,2021-03-09
#11,0.0,2021-03-17
#11,0.0,2021-03-15
#3,132513.0,2021-03-31
#6,213179.07,2021-03-12
#4,174297.69,2021-03-25
#4,0.0,2021-03-03
#4,0.0,2021-03-02
#5,0.0,2021-03-24
#5,0.0,2021-03-09
#3,0.0,2021-03-17
#3,0.0,2021-03-05
#1,0.0,2020-01-09
#1,22520.4,2020-01-10
#1,0.0,2020-01-11
#1,0.0,2020-01-12
#16,18164.56,2021-06-11
#16,0.0,2021-06-21
#16,0.0,2021-06-07
#16,14711.6,2021-06-10
#5,0.0,2021-06-24
#11,0.0,2021-06-03
#11,0.0,2021-06-26
#16,0.0,2021-06-08
#6,0.0,2021-06-24
#6,0.0,2021-06-07
#6,0.0,2021-06-10
#6,0.0,2021-06-14
#4,131235.91,2021-06-11
#4,119.6,2021-06-14
#4,0.0,2021-06-25
#3,2746712.98,2021-06-18
#5,0.0,2021-06-25
#5,0.0,2021-06-16
#3,0.0,2021-06-04
#3,0.0,2021-06-13
#9,0.0,2021-06-15
#1,0.0,2020-01-13
#1,0.0,2020-01-14
#1,0.0,2020-01-15
#1,0.0,2020-01-16
#1,366884.54,2020-01-17
#1,0.0,2020-01-18
#12,1914.6,2021-07-01
#12,0.0,2021-06-15
#12,0.0,2021-06-24
#12,0.0,2021-06-12
#9,0.0,2021-06-04
#12,0.0,2021-06-22
#8,0.0,2021-06-03
#8,0.0,2021-06-29
#8,0.0,2021-06-25
#8,0.0,2021-06-24
#6,0.0,2021-06-17
#8,0.0,2021-06-08
#1,0.0,2020-01-20
#1,0.0,2020-01-21
#1,0.0,2020-01-22
#1,1495836.79,2020-01-23
#1,0.0,2020-01-24
#1,5622.96,2020-01-26
#1,89959.63,2020-01-27
#16,4610.0,2021-09-29
#16,0.0,2021-09-10
#5,-25159.12,2021-10-04
#36,0.0,2021-09-22
#36,2134.2,2021-09-13
#11,0.0,2021-09-21
#11,0.0,2021-09-08
#6,0.0,2021-09-29
#6,23923.72,2021-09-13
#4,-924.06,2021-10-04
#4,117832.26,2021-09-30
#4,0.0,2021-09-16
#4,0.0,2021-09-27
#4,0.0,2021-09-09
#5,0.0,2021-09-15
#5,-55400.08,2021-10-06
#1,0.0,2020-01-28
#3,0.0,2021-09-29
#3,0.0,2021-09-24
#8,532963.86,2021-09-23
#1,0.0,2020-01-29
#1,0.0,2020-01-30
#1,91542.76000000001,2020-01-31
#9,0.0,2021-09-27
#1,0.0,2020-02-01
#13,18864.0,2021-04-30
#8,0.0,2021-04-29
#8,0.0,2021-04-09
#16,0.0,2020-04-01
#16,0.0,2020-03-19
#11,0.0,2020-03-02
#11,0.0,2020-03-11
#3,3020078.89,2020-03-27
#6,14312.67,2020-03-20
#6,0.0,2020-03-10
#6,0.0,2020-03-17
#4,0.0,2020-03-04
#4,41248.9,2020-03-27
#4,10275.22,2020-03-24
#4,0.0,2020-03-23
#4,0.0,2020-03-19
#5,486021.5,2020-03-20
#5,0.0,2020-03-01
#5,0.0,2020-03-16
#3,0.0,2020-03-05
#1,30568295.8,2020-02-03
#11,0.0,2020-03-03
#11,1223229.73,2020-02-21
#11,0.0,2020-02-03
#6,0.0,2020-02-25
#6,0.0,2020-02-10
#5,0.0,2020-02-27
#5,0.0,2020-02-07
#3,0.0,2020-02-06
#3,0.0,2020-02-10
#20,0.0,2020-02-17
#1,-35159.42,2020-02-04
#1,-540.63,2020-02-05
#13,3248.46,2020-02-21
#13,0.0,2020-02-13
#9,0.0,2020-02-17
#8,0.0,2020-02-10
#8,46453.32,2020-02-28
#8,73393.56,2020-02-26
#36,0.0,2020-02-27
#16,0.0,2019-04-04
#5,1448191.53,2019-04-26
#11,0.0,2019-04-18
#11,0.0,2019-04-29
#36,2333.6,2019-04-12
#5,0.0,2019-04-25
#11,1850.0,2019-04-23
#11,0.0,2019-04-11
#6,0.0,2019-04-03
#4,0.0,2019-04-25
#4,97444.65,2019-04-26
#4,0.0,2019-04-17
#5,0.0,2019-04-18
#5,0.0,2019-04-09
#3,2467445.5,2019-04-26
#5,0.0,2019-04-28
#3,0.0,2019-04-15
#3,3442150.59,2019-04-12
#1,-22520.4,2020-02-06
#1,0.0,2020-02-07
#1,0.0,2020-02-08
#12,0.0,2019-04-15
#1,0.0,2020-02-10
#13,0.0,2019-04-17
#20,0.0,2019-05-04
#9,1748.61,2019-04-23
#13,1256.85,2019-04-23
#8,0.0,2019-04-16
#8,0.0,2019-04-09
#8,0.0,2019-04-17
#8,0.0,2019-04-03
#16,43279.23,2018-10-24
#16,0.0,2018-10-08
#5,0.0,2018-11-05
#11,0.0,2018-10-05
#11,0.0,2019-05-27
#11,0.0,2018-10-15
#6,0.0,2018-10-09
#6,0.0,2018-10-23
#6,0.0,2018-10-05
#4,0.0,2018-10-02
#4,114982.5,2018-10-24
#4,0.0,2018-10-10
#4,0.0,2018-10-15
#4,0.0,2018-10-23
#3,0.0,2018-10-23
#5,0.0,2018-10-12
#3,0.0,2018-10-25
#3,0.0,2018-10-22
#3,0.0,2018-10-04
#3,0.0,2018-10-09
#1,0.0,2020-02-11
#16,0.0,2020-02-22
#8,0.0,2020-02-18
#16,0.0,2019-04-18
#16,-1362.1,2019-04-16
#6,40087.72,2019-04-23
#16,0.0,2018-10-27
#8,342018.42,2022-01-27
#8,0.0,2022-01-19
#36,0.0,2022-01-03
#8,0.0,2022-01-07
#12,0.0,2022-01-29
#12,5400.0,2022-01-14
#1,0.0,2020-02-12
#16,0.0,2021-10-07
#16,0.0,2021-11-02
#1,0.0,2020-02-13
#1,1085723.21,2020-02-14
#1,0.0,2020-02-15
#1,0.0,2020-02-17
#5,0.0,2021-11-02
#5,0.0,2021-10-19
#11,0.0,2021-10-19
#4,0.0,2021-10-01
#4,0.0,2021-10-21
#4,345909.79,2021-10-31
#3,0.0,2021-10-12
#5,0.0,2021-10-28
#5,0.0,2021-10-07
#5,0.0,2021-10-25
#5,139430.47,2021-11-30
#5,0.0,2021-10-05
#14,0.0,2021-11-02
#9,0.0,2021-10-18
#9,0.0,2021-10-26
#14,0.0,2021-10-18
#20,0.0,2021-10-26
#20,0.0,2021-10-19
#14,0.0,2021-10-26
#20,0.0,2021-11-02
#8,0.0,2021-10-20
#8,0.0,2021-10-18
#8,0.0,2021-10-12
#8,392209.18,2021-11-30
#12,0.0,2021-10-26
#36,0.0,2021-10-25
#12,0.0,2021-03-16
#9,9500.0,2021-03-19
#1,0.0,2020-02-18
#12,0.0,2021-03-24
#9,0.0,2021-03-29
#13,0.0,2021-03-04
#8,293403.18,2021-03-31
#8,0.0,2021-03-10
#8,0.0,2021-03-08
#36,0.0,2021-03-11
#16,0.0,2020-10-05
#36,22012.49,2020-10-28
#36,0.0,2020-10-19
#36,0.0,2020-10-09
#11,0.0,2020-10-19
#11,0.0,2020-10-08
#11,0.0,2020-12-07
#11,-2.0,2020-10-06
#11,0.0,2020-10-21
#11,0.0,2020-10-27
#6,0.0,2020-10-26
#6,0.0,2020-10-13
#4,305813.67,2020-10-28
#4,-127.4,2020-10-06
#4,0.0,2020-10-08
#4,0.0,2020-10-23
#5,0.0,2020-10-29
#3,0.0,2020-10-14
#20,0.0,2020-10-08
#1,0.0,2020-02-19
#1,0.0,2020-02-20
#12,45097.66,2020-11-02
#1,999440.13,2020-02-21
#1,0.0,2020-02-22
#12,0.0,2020-10-15
#1,0.0,2020-02-24
#12,0.0,2020-10-26
#12,0.0,2020-10-30
#1,0.0,2020-02-25
#14,0.0,2020-10-12
#14,0.0,2020-10-22
#13,0.0,2020-10-30
#9,0.0,2020-10-27
#9,0.0,2020-10-23
#13,0.0,2020-10-05
#8,0.0,2020-10-01
#8,0.0,2020-10-14
#36,0.0,2020-11-03
#36,0.0,2021-02-09
#11,0.0,2021-02-18
#16,73350.0,2021-02-25
#5,0.0,2021-02-25
#3,3864770.01,2021-02-24
#6,2880.67,2021-02-19
#6,0.0,2021-02-08
#6,0.0,2021-03-01
#4,0.0,2021-02-17
#4,245686.44,2021-02-26
#4,0.0,2021-02-16
#4,0.0,2021-02-22
#4,0.0,2021-02-10
#3,6465279.36,2021-02-01
#5,0.0,2021-02-06
#5,0.0,2021-02-17
#5,0.0,2021-02-16
#3,0.0,2021-02-18
#3,-8962.98,2021-02-23
#20,0.0,2021-02-15
#9,0.0,2021-02-03
#9,0.0,2021-02-02
#1,516797.65,2020-02-26
#12,0.0,2021-02-23
#1,0.0,2020-02-27
#9,7470.0,2021-02-12
#9,0.0,2021-02-16
#13,0.0,2021-02-15
#12,0.0,2021-02-17
#8,562077.57,2021-02-01
#8,130.0,2021-02-08
#16,267.0,2019-07-01
#16,20580.0,2019-06-05
#16,41160.0,2019-06-12
#16,0.0,2019-06-24
#36,1131.0,2019-06-20
#36,0.0,2019-06-03
#36,-1779.81,2019-06-10
#11,0.0,2019-06-05
#11,0.0,2019-06-07
#16,0.0,2019-06-11
#5,2132.8,2019-06-21
#6,0.0,2019-06-18
#4,46896.4,2019-06-26
#4,0.0,2019-06-27
#4,0.0,2019-06-13
#5,0.0,2019-06-17
#5,0.0,2019-06-19
#5,0.0,2019-06-18
#3,0.0,2019-06-18
#3,0.0,2019-06-07
#3,0.0,2019-07-01
#3,0.0,2019-06-13
#20,471.0,2019-06-20
#3,1447292.25,2021-02-19
#1,393842.92,2020-02-28
#16,7192.2,2020-01-30
#16,86690.7,2020-01-14
#16,0.0,2020-01-09
#16,0.0,2020-02-03
#5,0.0,2019-07-05
#5,0.0,2019-07-10
#36,3950.0,2019-07-24
#36,0.0,2019-07-03
#5,0.0,2019-07-25
#11,0.0,2019-07-09
#11,0.0,2019-07-25
#6,653255.7,2019-07-31
#6,0.0,2019-07-22
#6,0.0,2019-08-03
#36,0.0,2019-08-03
#8,0.0,2019-07-04
#6,2181.2,2019-07-29
#4,0.0,2019-07-08
#4,0.0,2019-08-03
#3,0.0,2019-07-22
#3,0.0,2019-07-26
#3,0.0,2019-08-01
#1,115905.15,2020-02-29
#1,0.0,2020-03-01
#1,34617370.35,2020-03-02
#1,-153809.78,2020-03-03
#1,0.0,2020-03-04
#1,0.0,2020-03-05
#1,0.0,2020-03-06
#1,0.0,2020-03-07
#1,0.0,2020-03-09
#13,34629.3,2019-07-31
#12,0.0,2019-07-10
#13,5040.0,2019-07-29
#14,0.0,2019-07-18
#14,1892.8,2019-07-24
#8,40475.77,2019-07-24
#12,0.0,2019-07-25
#12,0.0,2019-07-03
#8,0.0,2019-07-15
#16,12675.0,2019-12-09
#16,4225.0,2019-12-06
#5,4697830.69,2019-12-18
#11,0.0,2019-12-05
#11,0.0,2019-12-04
#4,0.0,2019-12-12
#5,-9793.09,2019-12-12
#4,0.0,2019-12-19
#3,2990003.79,2019-12-23
#3,0.0,2019-12-11
#3,103894.2,2020-01-02
#3,-202712.88,2020-01-04
#3,0.0,2019-12-30
#20,0.0,2019-12-16
#1,0.0,2020-03-10
#1,0.0,2020-03-11
#1,0.0,2020-03-12
#12,12781.0,2020-01-02
#1,1818833.05,2020-03-13
#14,0.0,2019-12-05
#8,0.0,2019-12-12
#36,0.0,2019-12-04
#8,-35.7,2019-12-02
#5,0.0,2019-10-23
#5,0.0,2019-11-04
#8,0.0,2019-10-22
#5,-7650.0,2019-10-25
#5,0.0,2019-10-15
#11,227910.0,2019-10-31
#11,0.0,2019-10-01
#11,0.0,2019-10-07
#16,0.0,2019-10-22
#5,0.0,2019-10-30
#6,13259.0,2019-10-24
#6,0.0,2019-10-18
#4,63662.35,2019-10-29
#4,0.0,2019-10-15
#5,0.0,2019-10-09
#5,0.0,2019-10-11
#3,0.0,2019-10-09
#3,0.0,2019-10-16
#3,0.0,2019-10-04
#12,0.0,2019-10-23
#12,0.0,2019-10-16
#1,0.0,2020-03-14
#12,0.0,2019-10-21
#12,8351.0,2019-11-01
#6,0.0,2019-10-02
#5,0.0,2019-07-18
#4,0.0,2019-07-16
#6,58605.28,2019-10-29
#16,0.0,2022-01-28
#16,0.0,2022-01-10
#1,0.0,2020-03-16
#16,1207.06,2020-02-24
#1,0.0,2020-03-17
#1,0.0,2020-03-18
#1,0.0,2020-03-19
#1,1062907.92,2020-03-20
#1,0.0,2020-03-21
#12,0.0,2021-11-22
#5,1641414.58,2021-11-12
#8,0.0,2021-11-15
#16,0.0,2021-11-08
#6,311055.56,2021-11-30
#6,43461.98,2021-11-12
#4,118426.25,2021-11-30
#4,0.0,2021-11-24
#4,37156.97,2021-11-19
#3,0.0,2021-11-25
#3,0.0,2021-11-10
#13,1598.92,2021-11-23
#9,4261.08,2021-11-23
#14,0.0,2021-11-24
#20,0.0,2021-11-24
#13,0.0,2021-11-24
#12,0.0,2021-11-10
#8,0.0,2021-11-24
#8,-636.5,2021-11-17
#8,0.0,2021-11-05
#12,0.0,2021-11-24
#1,0.0,2020-03-22
#12,42458.79,2020-12-01
#1,0.0,2020-03-23
#13,0.0,2020-12-02
#8,444851.75,2020-12-18
#8,0.0,2020-12-10
#8,0.0,2020-12-21
#8,0.0,2021-01-05
#5,0.0,2021-01-04
#5,0.0,2020-12-23
#3,0.0,2020-12-15
#5,0.0,2020-12-14
#36,0.0,2021-01-27
#11,0.0,2021-01-25
#11,0.0,2021-01-20
#6,24896.47,2021-01-19
#6,0.0,2021-01-22
#4,-1266.64,2021-01-05
#4,0.0,2021-01-26
#4,0.0,2021-01-07
#4,0.0,2021-01-20
#3,0.0,2021-01-27
#5,0.0,2021-01-28
#3,0.0,2021-01-07
#9,0.0,2021-01-26
#1,1003245.47,2020-03-24
#20,0.0,2021-01-19
#9,625.5,2021-01-19
#1,0.0,2020-03-25
#1,0.0,2020-03-26
#1,333551.9,2020-03-27
#12,0.0,2021-01-25
#1,0.0,2020-03-28
#12,0.0,2021-01-05
#14,0.0,2021-02-02
#8,299396.97,2021-01-19
#8,0.0,2021-01-30
#36,0.0,2021-01-06
#36,0.0,2020-01-14
#20,129.56,2020-01-17
#11,0.0,2020-01-22
#11,28697.0,2020-01-17
#16,0.0,2020-01-24
#16,0.0,2020-01-15
#6,26721.77,2020-01-27
#6,0.0,2020-01-20
#4,0.0,2020-01-16
#4,0.0,2020-02-03
#5,0.0,2020-01-29
#5,0.0,2020-01-09
#5,0.0,2020-01-15
#13,6995.3,2020-01-17
#12,118718.28,2020-01-31
#1,0.0,2020-03-29
#9,0.0,2020-01-23
#20,145.35,2020-01-23
#13,0.0,2020-01-09
#36,16961.88,2020-01-31
#20,0.0,2020-01-22
#8,0.0,2020-01-14
#6,0.0,2020-01-16
#16,0.0,2020-06-05
#11,0.0,2020-06-24
#16,0.0,2020-06-12
#5,0.0,2020-06-03
#6,0.0,2020-06-29
#6,335647.78,2020-06-30
#6,13462.0,2020-06-11
#4,0.0,2020-06-09
#5,0.0,2020-06-24
#5,-36.96,2020-06-02
#5,0.0,2020-06-06
#3,0.0,2020-06-16
#3,-241.9,2020-06-02
#1,0.0,2020-03-30
#1,132513.0,2020-03-31
#12,0.0,2020-06-24
#12,0.0,2020-06-05
#12,0.0,2020-06-04
#12,0.0,2020-06-15
#12,0.0,2020-06-08
#9,0.0,2020-06-23
#13,0.0,2020-06-24
#8,0.0,2020-06-24
#36,0.0,2020-06-08
#5,33007.61,2020-09-11
#6,0.0,2020-10-07
#6,0.0,2020-09-17
#6,0.0,2020-09-01
#6,0.0,2020-09-03
#6,0.0,2020-09-25
#4,235177.91,2020-09-28
#4,0.0,2020-09-15
#5,0.0,2020-09-17
#3,0.0,2020-09-17
#3,0.0,2020-09-24
#8,0.0,2020-09-17
#9,0.0,2020-09-08
#1,34904139.16,2020-04-01
#1,-5967.41,2020-04-02
#12,0.0,2020-09-08
#12,0.0,2020-12-16
#14,0.0,2020-01-16
#16,0.0,2020-06-24
#1,16060.2,2020-04-03
#12,0.0,2020-06-16
#16,0.0,2020-09-22
#6,0.0,2020-09-07
#12,49659.8,2020-09-11
#13,2269.43,2020-09-23
#12,49659.8,2020-09-30
#1,0.0,2020-04-04
#12,0.0,2020-09-09
#12,0.0,2020-09-24
#14,469.8,2020-09-11
#8,126248.05,2020-09-18
#8,0.0,2020-09-05
#36,0.0,2020-09-24
#5,589086.43,2019-11-15
#11,188960.0,2019-11-08
#11,0.0,2019-11-25
#5,0.0,2019-11-28
#6,14188.09,2019-11-22
#6,-36995.0,2019-11-08
#6,0.0,2019-11-26
#6,10858.5,2019-11-29
#6,0.0,2019-11-20
#4,0.0,2019-11-07
#4,116451.61,2019-11-22
#4,0.0,2019-11-06
#5,0.0,2019-11-13
#5,0.0,2019-11-18
#3,0.0,2019-11-25
#5,139430.47,2019-11-30
#1,-4.77e-12,2020-04-06
#1,0.0,2020-04-07
#12,16400.0,2019-11-08
#12,0.0,2019-11-13
#14,0.0,2019-11-20
#8,0.0,2019-11-11
#36,0.0,2019-11-04
#8,0.0,2019-11-05
#16,0.0,2019-01-02
#16,19484.0,2018-12-14
#5,0.0,2018-12-20
#11,0.0,2018-12-03
#11,554000.0,2018-12-18
#11,0.0,2018-12-19
#6,18443.17,2018-12-14
#6,0.0,2018-12-11
#6,651274.17,2018-12-31
#4,-151.71,2018-12-10
#4,0.0,2018-12-12
#4,91873.13,2018-12-14
#5,0.0,2018-12-27
#3,0.0,2018-12-13
#3,1808853.02,2018-12-21
#3,0.0,2018-12-05
#20,273.0,2018-12-14
#20,0.0,2018-12-04
#1,0.0,2020-04-08
#13,0.0,2018-12-21
#12,0.0,2018-12-20
#12,0.0,2018-12-18
#8,0.0,2018-12-20
#8,0.0,2018-12-05
#36,2030.0,2018-12-21
#16,3140.08,2019-01-25
#16,25380.4,2019-01-07
#5,3353991.3,2019-01-29
#5,815551.16,2019-01-18
#20,0.0,2019-01-12
#36,0.0,2019-01-07
#36,11047.13,2019-01-31
#20,120.0,2019-01-11
#11,993221.0,2019-01-29
#6,0.0,2019-01-07
#6,0.0,2019-01-09
#6,0.0,2019-01-28
#6,8575.68,2019-01-24
#6,0.0,2019-01-22
#6,0.0,2019-01-03
#6,0.0,2019-01-30
#4,0.0,2019-01-21
#4,0.0,2019-01-08
#5,0.0,2019-02-05
#5,0.0,2019-01-28
#3,2502771.84,2019-01-29
#3,0.0,2019-01-09
#3,0.0,2019-01-17
#20,0.0,2019-01-08
#3,0.0,2019-01-05
#1,0.0,2020-04-09
#1,1093475.96,2020-04-10
#13,0.0,2019-01-10
#1,0.0,2020-04-11
#12,0.0,2019-01-09
#20,0.0,2019-01-30
